EmployeeID,JoiningYear,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,LeavingYear,Reason,RelievingStatus,office_code,JobLevel_updated
103924,2018,22,Travel_Rarely,1247,HR,3,Doctorate,1,1179,3,Male,44,2,4,Married,3056,4315,0,Y,Yes,11,5,2,80,1,2,4,3,1,1,1,1,Yes,2019,long hours,Voluntary,TOR,L1
103925,2018,48,Travel_Rarely,262,Marketing,7,Diploma,1,459,2,Female,71,3,2,Divorced,2393,10909,5,Y,No,17,3,3,80,0,19,2,1,4,2,1,4,No,,,,VAN,L2
103926,2018,41,Travel_Rarely,1332,Sales,8,Bachelors,1,1113,1,Male,81,1,3,Single,5391,9390,7,Y,No,12,3,2,80,0,7,1,2,2,2,1,2,Yes,2020,long hours,Voluntary,NYC,L2
103927,2018,34,Travel_Frequently,579,Sales,8,Doctorate,1,1635,4,Male,51,3,1,Married,4083,4896,1,Y,No,15,2,2,80,0,9,3,1,4,2,1,3,Yes,2022,poor work performance,Involuntary,BOS,L1
103928,2018,34,Travel_Rarely,1132,Corporate Functions,13,Masters,1,728,3,Male,92,3,2,Married,8184,5235,0,Y,No,13,3,3,80,1,11,1,2,4,3,2,3,No,,,,VAN,L3
103929,2018,35,Travel_Rarely,750,Product,28,Masters,1,1596,2,Male,46,4,3,Married,3407,25348,1,Y,No,17,3,4,80,2,10,3,2,4,4,3,3,No,,,,NYC,L2
103930,2018,26,Travel_Rarely,456,Product,21,Diploma,1,651,2,Female,64,1,3,Divorced,2389,23246,1,Y,Yes,18,3,2,80,0,1,3,1,1,1,1,1,Yes,2019,medical issues,Voluntary,OTT,L1
103931,2018,45,Travel_Rarely,324,Marketing,9,Masters,1,1962,2,Male,66,2,2,Married,2337,3476,6,Y,No,12,3,4,80,1,10,3,1,3,3,3,2,Yes,2021,offered more money,Voluntary,PHL,L1
103932,2018,49,Travel_Rarely,1072,HR,8,Doctorate,1,198,1,Male,53,1,3,Married,10578,24841,2,Y,No,14,4,3,80,0,17,2,3,2,1,1,1,Yes,2020,long hours,Voluntary,CAL,L3
103933,2018,30,Travel_Rarely,878,Delivery,1,Diploma,1,1372,3,Female,64,2,1,Single,2315,8155,2,Y,No,11,5,1,80,0,4,2,3,2,2,1,2,Yes,2020,offered more money,Voluntary,CAL,L1
103934,2018,32,Travel_Frequently,522,Product,21,Diploma,1,890,2,Male,55,1,2,Married,6144,22585,5,Y,Yes,14,3,3,80,0,8,3,2,2,1,1,1,Yes,2020,offered more money,Voluntary,CAL,L2
103935,2018,29,Travel_Rarely,1108,Sales,6,Doctorate,1,819,3,Male,63,2,3,Divorced,5924,8515,2,Y,No,12,4,2,80,0,10,0,3,3,2,2,2,Yes,2021,offered more money,Voluntary,CAL,L2
103936,2018,34,Travel_Rarely,1362,Corporate Functions,1,Masters,1,693,2,Male,42,3,3,Married,2684,7652,1,Y,No,12,3,4,80,0,9,3,2,4,3,3,3,No,,,,PHL,L1
103937,2018,46,Travel_Rarely,1356,Product,13,Masters,1,1097,3,Male,64,2,3,Single,10605,13873,6,Y,No,11,3,2,80,1,19,3,2,4,2,1,4,No,,,,NYC,L3
103938,2018,41,Travel_Frequently,932,Delivery,18,Diploma,1,760,2,Female,57,3,2,Divorced,2747,20364,6,Y,Yes,12,5,3,80,0,6,2,2,1,1,1,1,Yes,2019,retiring,Voluntary,VAN,L1
103939,2018,40,Travel_Rarely,896,HR,13,Diploma,1,433,2,Female,66,2,3,Married,9325,13190,1,Y,No,14,3,3,80,0,9,2,2,4,3,2,3,Yes,2022,medical issues,Voluntary,CAL,L3
103940,2018,41,Travel_Rarely,1276,Product,15,Doctorate,1,664,1,Male,55,3,4,Married,6430,5231,4,Y,Yes,15,2,1,80,0,9,3,2,3,2,2,2,Yes,2021,restructuring,Involuntary,CAL,L2
103941,2018,25,Travel_Rarely,537,HR,1,Doctorate,1,278,2,Female,71,1,1,Married,2504,21232,3,Y,Yes,20,3,1,80,0,6,4,4,2,2,1,2,Yes,2020,return to school,Voluntary,VAN,L1
103942,2018,29,Travel_Rarely,1370,Sales,3,Doctorate,1,1586,2,Male,87,3,1,Single,4723,16213,1,Y,Yes,18,3,4,80,0,10,3,3,4,4,1,2,No,,,,NYC,L1
103943,2018,40,Travel_Rarely,1186,Delivery,2,Diploma,1,1378,2,Female,89,3,3,Married,6378,13883,5,Y,No,19,3,2,80,2,15,0,3,4,4,4,3,No,,,,PHL,L2
103944,2018,33,Travel_Rarely,569,HR,7,Diploma,1,193,3,Female,75,2,2,Married,3346,21820,0,Y,Yes,16,4,1,80,0,2,0,2,1,1,1,1,Yes,2019,unhappy,Voluntary,VAN,L1
103945,2018,45,Travel_Rarely,1015,Sales,5,Diploma,1,1611,3,Female,50,1,1,Single,5769,23447,1,Y,Yes,14,3,1,80,0,10,3,3,4,3,1,2,No,,,,MKM,L2
103946,2018,21,Travel_Rarely,403,Marketing,9,Doctorate,1,592,2,Male,55,1,4,Single,1107,8832,1,Y,Yes,19,5,3,80,0,1,3,2,1,1,1,1,Yes,2019,return to school,Voluntary,OTT,L1
103947,2018,39,Travel_Frequently,711,Sales,4,Doctorate,1,1633,1,Female,81,3,3,Single,5042,3140,0,Y,No,13,3,4,80,0,10,2,1,4,1,2,3,No,,,,MKM,L2
103948,2018,28,Travel_Rarely,1040,Corporate Functions,15,Diploma,1,1100,1,Male,65,2,2,Divorced,4293,8384,2,Y,No,19,2,3,80,0,10,2,3,4,2,3,3,Yes,2022,restructuring,Involuntary,BOS,L1
103949,2018,39,Travel_Rarely,170,Corporate Functions,3,Diploma,1,1627,3,Male,76,2,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,4,3,1,3,No,,,,NYC,L2
103950,2018,47,Travel_Rarely,298,Sales,19,Doctorate,1,1769,3,Female,64,2,1,Single,9045,10972,4,Y,Yes,21,4,4,80,0,14,1,3,4,3,2,3,Yes,2022,reallocation out of the area,Voluntary,TOR,L2
103951,2018,35,Travel_Rarely,1097,Corporate Functions,18,Diploma,1,838,1,Female,56,2,1,Single,6696,11658,6,Y,No,17,3,2,80,0,14,2,3,1,1,1,1,Yes,2019,career change,Voluntary,CAL,L2
103952,2018,36,Travel_Rarely,751,Product,3,Diploma,1,67,2,Male,86,2,3,Married,6066,19997,6,Y,Yes,13,4,1,80,0,9,1,1,3,2,1,2,Yes,2021,medical issues,Voluntary,VAN,L2
103953,2018,37,Travel_Rarely,1005,Marketing,5,Masters,1,902,4,Male,68,3,1,Married,2459,4479,5,Y,No,19,2,3,80,0,8,2,1,2,2,1,2,Yes,2020,restructuring,Involuntary,PHL,L1
103954,2018,40,Travel_Rarely,1312,Delivery,3,Bachelors,1,1011,3,Male,60,2,2,Single,10944,5604,3,Y,No,12,3,2,80,0,13,5,2,4,3,1,2,No,,,,TOR,L3
103955,2018,49,Travel_Rarely,722,Marketing,25,Masters,1,1617,3,Female,84,3,1,Married,3211,22102,1,Y,No,14,3,4,80,1,10,3,2,4,3,1,2,No,,,,OTT,L1
103956,2018,34,Travel_Frequently,426,Corporate Functions,10,Doctorate,1,1615,3,Male,42,4,4,Divorced,4724,17000,1,Y,No,13,3,1,80,1,9,3,3,4,3,3,1,No,,,,TOR,L2
103957,2018,40,Travel_Rarely,529,Product,4,Diploma,1,1157,1,Male,48,2,3,Single,10412,15330,4,Y,No,11,2,2,80,0,21,1,2,4,2,3,2,Yes,2022,poor work performance,Involuntary,PHL,L3
103958,2018,31,Travel_Rarely,654,HR,4,Bachelors,1,448,2,Male,51,2,1,Married,4319,4234,0,Y,No,12,3,2,80,1,10,3,1,4,3,1,4,No,,,,TOR,L2
103959,2018,37,Travel_Rarely,1401,Sales,7,Diploma,1,1646,2,Male,75,3,2,Single,4129,9932,2,Y,No,11,3,1,80,1,10,2,1,4,2,2,3,No,,,,VAN,L1
103960,2018,34,Travel_Rarely,434,HR,21,Diploma,1,1784,2,Male,74,2,3,Married,5996,13224,1,Y,No,17,4,3,80,0,10,2,3,3,2,2,2,Yes,2021,career change,Voluntary,CAL,L2
103961,2018,24,Travel_Rarely,783,Marketing,2,Diploma,1,665,1,Male,68,2,3,Married,4359,24775,8,Y,Yes,13,3,1,80,0,4,3,2,1,1,1,1,Yes,2019,return to school,Voluntary,MKM,L1
103962,2018,20,Travel_Rarely,603,Marketing,7,Masters,1,682,1,Male,47,2,3,Single,2518,18546,1,Y,No,13,3,3,80,0,1,2,3,1,1,1,1,Yes,2019,offered more money,Voluntary,VAN,L1
103963,2018,45,Non-Travel,336,Product,26,Masters,1,1612,1,Male,52,2,1,Married,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,4,3,2,2,No,,,,NYC,L2
103964,2018,34,Travel_Rarely,1146,HR,5,Doctorate,1,789,3,Male,62,2,3,Married,9995,13901,2,Y,No,13,3,2,80,0,13,4,2,4,2,1,4,No,,,,NYC,L2
103965,2018,34,Travel_Rarely,971,HR,1,Bachelors,1,1535,4,Male,64,2,3,Married,7083,12288,1,Y,Yes,14,3,4,80,0,10,3,3,4,4,3,3,No,,,,OTT,L3
103966,2018,32,Travel_Rarely,1289,Delivery,6,Masters,1,1259,1,Male,68,3,1,Married,1903,3388,2,Y,Yes,17,5,2,80,0,5,2,1,1,1,1,1,Yes,2019,return to school,Voluntary,MKM,L1
103967,2018,38,Travel_Rarely,966,Marketing,3,Bachelors,1,652,2,Female,64,1,3,Divorced,2833,17534,3,Y,Yes,12,5,3,80,0,9,1,2,3,2,1,1,Yes,2021,return to school,Voluntary,VAN,L1
103968,2018,31,Travel_Rarely,800,Corporate Functions,1,Masters,1,104,3,Male,59,1,4,Married,5163,15946,2,Y,No,12,3,3,80,2,11,1,2,4,3,1,1,No,,,,NYC,L2
103969,2018,34,Travel_Rarely,260,Delivery,20,Bachelors,1,611,3,Male,72,4,3,Single,5347,19893,1,Y,No,12,3,3,80,0,9,3,3,4,3,2,3,No,,,,VAN,L2
103970,2018,37,Travel_Frequently,524,Sales,3,Masters,1,669,3,Female,36,3,2,Single,9478,9577,1,Y,No,15,3,2,80,1,10,1,2,4,3,3,3,No,,,,CAL,L3
103971,2018,37,Travel_Frequently,1321,Sales,11,Masters,1,1791,3,Male,90,2,1,Single,8282,25858,7,Y,No,13,3,3,80,0,13,1,3,4,3,2,3,No,,,,PHL,L2
103972,2018,45,Travel_Rarely,1470,HR,17,Bachelors,1,574,2,Male,86,3,3,Single,4825,26293,2,Y,No,13,3,3,80,1,18,4,2,4,3,1,3,No,,,,NYC,L2
103973,2018,27,Travel_Rarely,628,Sales,1,Doctorate,1,743,3,Male,69,3,1,Married,7442,6067,1,Y,No,11,3,3,80,0,9,2,3,4,3,1,3,No,,,,VAN,L3
103974,2018,37,Travel_Rarely,1011,Sales,9,Diploma,1,1389,1,Male,85,2,1,Divorced,2291,20112,4,Y,No,15,3,1,80,0,4,2,1,1,1,1,1,Yes,2019,long hours,Voluntary,OTT,L1
103975,2018,44,Travel_Rarely,827,HR,8,Bachelors,1,260,1,Male,56,1,3,Single,10349,23863,3,Y,No,13,3,3,80,0,17,3,3,1,1,1,1,Yes,2019,unhappy,Voluntary,BOS,L3
103976,2018,29,Travel_Rarely,431,Delivery,10,Masters,1,710,1,Male,71,2,1,Single,2034,14604,1,Y,Yes,17,5,2,80,1,1,2,3,1,1,1,1,Yes,2019,medical issues,Voluntary,CAL,L1
103977,2018,31,Travel_Rarely,452,Corporate Functions,4,Doctorate,1,842,2,Male,52,3,2,Single,6533,8802,1,Y,No,13,3,3,80,0,10,2,3,4,3,2,2,No,,,,MKM,L2
103978,2018,56,Travel_Rarely,230,Sales,7,Doctorate,1,1248,3,Male,92,3,1,Divorced,19699,4002,5,Y,No,13,3,1,80,0,35,4,2,4,2,3,3,No,,,,OTT,L5
103979,2018,46,Travel_Rarely,835,Corporate Functions,7,Doctorate,1,1529,3,Female,95,3,3,Single,2747,11440,1,Y,Yes,11,4,3,80,1,14,3,3,3,3,2,2,Yes,2021,offered more money,Voluntary,CAL,L1
103980,2018,40,Travel_Rarely,892,Product,4,Bachelors,1,42,3,Male,58,2,3,Married,2143,3381,2,Y,Yes,14,3,3,80,0,17,5,3,1,1,1,1,Yes,2019,reallocation out of the area,Voluntary,CAL,L1
103981,2018,37,Travel_Rarely,674,Marketing,13,Bachelors,1,1543,1,Male,47,3,4,Married,4285,3031,1,Y,No,17,3,1,80,0,10,2,3,4,3,2,3,No,,,,VAN,L2
103982,2018,30,Travel_Rarely,188,Delivery,6,Bachelors,1,1673,3,Female,51,3,2,Married,3795,12503,1,Y,No,12,3,3,80,0,10,4,2,4,3,1,3,No,,,,CAL,L1
103983,2018,34,Travel_Rarely,1440,Product,7,Diploma,1,1541,2,Male,55,3,3,Married,2308,4944,0,Y,Yes,25,4,2,80,1,12,4,3,4,4,2,3,No,,,,OTT,L1
103984,2018,45,Travel_Rarely,538,Marketing,1,Diploma,1,1553,1,Male,66,3,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,4,3,3,3,No,,,,TOR,L3
103985,2018,35,Travel_Rarely,777,Corporate Functions,2,Masters,1,1420,4,Male,62,1,4,Married,5366,10814,0,Y,No,12,3,1,80,1,10,0,2,4,3,1,1,No,,,,TOR,L2
103986,2018,34,Travel_Frequently,183,HR,22,Masters,1,935,3,Male,91,2,2,Married,1956,16566,1,Y,Yes,18,2,1,80,0,9,3,2,4,1,3,3,Yes,2022,restructuring,Involuntary,NYC,L1
103987,2018,28,Travel_Rarely,1037,Corporate Functions,1,Diploma,1,1849,1,Female,39,3,3,Single,4758,25941,9,Y,Yes,14,3,1,80,2,4,3,3,1,1,1,1,Yes,2019,return to school,Voluntary,OTT,L1
103988,2018,30,Travel_Rarely,288,Product,25,Diploma,1,1009,2,Male,73,1,1,Married,4995,21772,7,Y,No,17,4,3,80,0,7,5,2,1,1,1,1,Yes,2019,long hours,Voluntary,MKM,L2
103989,2018,38,Travel_Rarely,1245,Corporate Functions,14,Doctorate,1,1582,3,Male,80,3,2,Married,9924,12355,0,Y,No,11,3,4,80,1,10,3,3,4,3,3,3,No,,,,NYC,L2
103990,2018,28,Travel_Rarely,820,Corporate Functions,1,Doctorate,1,838,1,Male,36,2,1,Married,2340,6725,1,Y,Yes,11,5,3,80,1,1,1,3,1,1,1,1,Yes,2019,reallocation out of the area,Voluntary,NYC,L1
103991,2018,48,Travel_Rarely,1191,HR,8,Diploma,1,402,1,Male,56,1,3,Married,10548,24921,2,Y,No,14,5,4,80,0,16,1,3,2,1,1,1,Yes,2020,long hours,Voluntary,BOS,L2
103992,2018,36,Travel_Rarely,1064,Marketing,1,Diploma,1,788,1,Female,87,3,2,Divorced,16441,23030,5,Y,No,20,3,2,80,0,15,2,3,4,2,2,3,No,,,,NYC,L4
103993,2018,20,Travel_Rarely,713,Sales,9,Bachelors,1,1137,3,Female,59,3,3,Divorced,2445,17175,1,Y,Yes,13,4,2,80,0,2,2,2,1,1,1,1,Yes,2019,offered more money,Voluntary,BOS,L1
103994,2018,33,Travel_Rarely,1263,Marketing,26,Doctorate,1,476,3,Male,66,3,3,Single,5729,11932,1,Y,No,13,3,4,80,1,10,1,3,4,3,1,3,No,,,,NYC,L2
103995,2018,32,Travel_Rarely,518,Product,2,Diploma,1,394,1,Female,45,2,1,Married,2663,21431,6,Y,Yes,19,3,1,80,0,12,2,3,3,3,1,3,Yes,2021,offered more money,Voluntary,VAN,L1
103996,2018,43,Travel_Rarely,870,HR,1,Masters,1,237,2,Male,72,2,3,Married,5315,18602,6,Y,Yes,15,4,2,80,0,17,2,2,1,1,1,1,Yes,2019,career change,Voluntary,MKM,L2
103997,2018,36,Travel_Frequently,564,Sales,11,Bachelors,1,1387,2,Male,77,3,3,Married,7846,22471,2,Y,No,14,3,1,80,0,9,1,2,3,3,3,3,Yes,2021,long hours,Voluntary,NYC,L3
103998,2018,30,Travel_Rarely,420,Product,4,Masters,1,483,3,Female,45,2,2,Single,2732,9150,1,Y,Yes,12,5,2,80,0,1,2,3,1,1,1,1,Yes,2019,medical issues,Voluntary,OTT,L1
103999,2018,32,Travel_Rarely,735,Sales,5,Diploma,1,1351,1,Male,43,2,2,Single,3440,17250,2,Y,Yes,16,3,1,80,1,10,2,3,2,2,2,2,Yes,2020,return to school,Voluntary,OTT,L1
104000,2018,25,Travel_Rarely,537,HR,24,Bachelors,1,1348,3,Male,67,1,3,Single,1411,7877,1,Y,Yes,14,3,3,80,0,1,3,3,1,1,1,1,Yes,2019,medical issues,Voluntary,BOS,L1
104001,2018,36,Travel_Rarely,1176,Sales,1,Diploma,1,1789,2,Male,88,2,3,Married,3926,4236,0,Y,No,20,3,4,80,0,10,2,2,4,1,1,3,No,,,,MKM,L2
104002,2018,38,Travel_Rarely,624,Marketing,10,Bachelors,1,1583,4,Female,86,3,1,Married,2169,21776,2,Y,No,14,3,2,80,0,12,3,1,2,2,1,1,Yes,2020,return to school,Voluntary,TOR,L1
104003,2018,51,Travel_Rarely,308,Sales,2,Bachelors,1,1148,4,Female,55,3,2,Single,2477,26201,3,Y,Yes,23,3,1,80,0,5,3,3,1,1,1,1,Yes,2019,unhappy,Voluntary,PHL,L1
104004,2018,35,Travel_Rarely,871,Corporate Functions,9,Masters,1,1689,1,Female,81,3,1,Married,4975,12524,3,Y,No,22,3,3,80,0,10,3,3,4,1,2,3,No,,,,PHL,L2
104005,2018,31,Travel_Rarely,929,Delivery,1,Bachelors,1,1875,3,Male,74,3,1,Married,3810,4115,0,Y,No,13,3,3,80,0,11,5,2,4,3,1,3,No,,,,MKM,L1
104006,2018,36,Non-Travel,1434,Product,8,Bachelors,1,789,1,Male,76,2,1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,4,3,1,4,No,,,,NYC,L3
104007,2018,46,Travel_Rarely,706,Marketing,2,Doctorate,1,1857,4,Male,82,3,4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,4,3,2,3,No,,,,BOS,L3
104008,2018,31,Travel_Rarely,929,Corporate Functions,3,Doctorate,1,922,3,Male,62,2,3,Single,5395,8095,2,Y,No,11,3,1,80,0,7,0,3,3,2,2,2,Yes,2021,retiring,Voluntary,OTT,L2
104009,2018,47,Travel_Rarely,318,Delivery,3,Bachelors,1,1237,4,Female,57,3,2,Single,2476,26187,3,Y,Yes,23,5,1,80,0,5,3,3,1,1,1,1,Yes,2019,unhappy,Voluntary,OTT,L1
104010,2018,33,Travel_Rarely,820,HR,3,Doctorate,1,256,3,Male,90,2,3,Married,8387,21007,1,Y,Yes,19,3,3,80,0,12,2,3,4,3,2,3,No,,,,BOS,L3
104011,2018,40,Travel_Rarely,833,Product,1,Bachelors,1,870,2,Male,37,3,4,Single,7687,19227,0,Y,No,12,3,3,80,0,10,3,2,4,3,1,3,No,,,,NYC,L2
104012,2018,41,Travel_Rarely,645,Corporate Functions,1,Bachelors,1,534,2,Male,49,4,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,4,3,1,3,No,,,,MKM,L3
104013,2018,28,Travel_Rarely,1300,Corporate Functions,17,Diploma,1,536,3,Male,79,3,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,4,1,1,3,No,,,,TOR,L2
104014,2018,36,Travel_Rarely,567,Product,11,Diploma,1,1169,1,Female,49,3,3,Married,10702,8590,2,Y,No,15,3,2,80,0,18,4,2,4,2,3,3,No,,,,VAN,L3
104015,2018,25,Travel_Rarely,1039,Sales,2,Doctorate,1,492,3,Female,84,2,3,Single,3830,9299,3,Y,No,15,4,3,80,0,4,2,2,1,1,1,1,Yes,2019,offered more money,Voluntary,BOS,L1
104016,2018,32,Travel_Rarely,1015,Sales,4,Diploma,1,1736,3,Male,51,3,2,Divorced,5507,25359,0,Y,No,13,3,3,80,2,10,3,2,4,2,1,2,No,,,,PHL,L2
104017,2018,47,Travel_Rarely,393,Delivery,18,Masters,1,1747,2,Male,45,2,2,Married,10464,16277,4,Y,No,11,5,1,80,1,24,1,3,2,2,2,1,Yes,2020,offered more money,Voluntary,NYC,L3
104018,2018,29,Travel_Rarely,403,Sales,22,Doctorate,1,1179,3,Female,45,2,1,Single,7365,11136,1,Y,No,13,1,1,80,0,11,2,1,4,3,1,4,Yes,2022,poor work performance,Involuntary,BOS,L3
104019,2018,43,Travel_Frequently,934,Delivery,3,Masters,1,1309,1,Male,88,2,1,Married,2362,14675,3,Y,Yes,12,3,3,80,0,9,3,3,2,1,1,1,Yes,2020,unhappy,Voluntary,OTT,L1
104020,2018,33,Travel_Rarely,447,Sales,5,Doctorate,1,375,2,Male,35,3,1,Married,4198,4200,2,Y,No,11,3,2,80,0,10,4,1,4,3,1,4,No,,,,NYC,L1
104021,2018,28,Travel_Rarely,1055,Marketing,8,Bachelors,1,795,2,Male,91,2,3,Single,4309,8567,5,Y,No,15,4,2,80,0,6,3,2,1,1,1,1,Yes,2019,career change,Voluntary,TOR,L1
104022,2018,19,Travel_Rarely,483,Sales,3,Bachelors,1,565,1,Male,53,2,3,Single,2562,18427,1,Y,Yes,12,3,2,80,0,1,2,4,1,1,1,1,Yes,2019,medical issues,Voluntary,CAL,L1
104023,2018,50,Travel_Rarely,502,Marketing,6,Diploma,1,1075,2,Male,42,3,4,Married,5254,21426,3,Y,Yes,14,1,3,80,0,11,3,2,4,3,2,2,Yes,2022,cost cutting,Involuntary,PHL,L2
104024,2018,30,Travel_Rarely,1240,HR,9,Diploma,1,184,3,Male,48,3,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,4,4,2,3,No,,,,MKM,L2
104025,2018,46,Travel_Rarely,1485,Corporate Functions,18,Diploma,1,550,3,Female,87,3,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,4,3,1,3,No,,,,VAN,L2
104026,2018,32,Travel_Frequently,239,Corporate Functions,24,Doctorate,1,1670,1,Male,93,2,3,Married,5526,13431,1,Y,No,13,3,1,80,2,12,3,2,4,2,2,2,No,,,,BOS,L2
104027,2018,45,Travel_Rarely,598,HR,2,Bachelors,1,1578,1,Male,85,3,3,Married,4989,2986,0,Y,No,17,3,2,80,0,11,2,1,4,2,1,3,No,,,,VAN,L2
104028,2018,46,Travel_Rarely,635,Sales,1,Doctorate,1,126,2,Female,41,2,1,Married,10668,3121,1,Y,No,13,3,3,80,1,21,4,2,4,4,4,2,No,,,,CAL,L3
104029,2018,26,Travel_Rarely,799,HR,5,Bachelors,1,602,1,Male,37,3,2,Married,4183,10110,3,Y,Yes,20,5,1,80,0,6,2,4,2,1,1,1,Yes,2020,retiring,Voluntary,PHL,L1
104030,2018,29,Travel_Rarely,732,Corporate Functions,1,Bachelors,1,70,3,Male,59,2,3,Single,3979,10770,1,Y,No,22,3,3,80,0,11,2,3,4,3,1,3,No,,,,PHL,L1
104031,2018,41,Travel_Rarely,802,Product,9,Diploma,1,176,3,Male,96,3,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,4,3,1,3,No,,,,TOR,L3
104032,2018,34,Travel_Rarely,464,HR,6,Masters,1,1674,4,Male,45,3,1,Single,4149,4577,1,Y,No,13,5,1,80,0,8,3,1,3,1,2,3,Yes,2021,return to school,Voluntary,CAL,L1
104033,2018,30,Travel_Frequently,1312,HR,23,Bachelors,1,159,1,Male,96,1,3,Divorced,2613,22310,1,Y,No,25,4,3,80,3,10,2,2,4,3,1,4,No,,,,VAN,L1
104034,2018,43,Travel_Rarely,868,Sales,9,Doctorate,1,1708,3,Male,52,3,2,Single,5296,9751,6,Y,No,14,3,4,80,0,19,3,3,4,3,1,4,No,,,,OTT,L2
104035,2018,36,Travel_Rarely,593,Sales,3,Masters,1,364,2,Male,54,2,3,Married,2412,3549,6,Y,Yes,20,3,3,80,0,3,3,3,1,1,1,1,Yes,2019,return to school,Voluntary,OTT,L1
104036,2018,40,Travel_Rarely,1077,Delivery,8,Doctorate,1,1276,1,Female,68,1,2,Married,5246,14351,5,Y,No,14,3,1,80,0,14,2,1,1,1,1,1,Yes,2019,medical issues,Voluntary,PHL,L2
104037,2018,33,Travel_Rarely,1492,Sales,5,Bachelors,1,305,3,Male,54,3,3,Divorced,4459,26291,1,Y,No,13,3,1,80,1,12,2,2,4,3,1,3,No,,,,VAN,L2
104038,2018,33,Travel_Rarely,909,Corporate Functions,11,Bachelors,1,1338,4,Male,73,3,3,Married,4769,23031,0,Y,No,18,4,1,80,1,7,1,2,3,2,1,1,Yes,2021,career change,Voluntary,VAN,L2
104039,2018,32,Travel_Rarely,756,Corporate Functions,23,Masters,1,1884,1,Male,61,2,4,Married,5571,21335,2,Y,No,11,4,3,80,0,9,3,2,3,2,1,3,Yes,2021,long hours,Voluntary,MKM,L2
104040,2018,39,Travel_Frequently,943,Marketing,16,Bachelors,1,362,3,Male,56,3,3,Divorced,2806,19867,2,Y,Yes,19,3,4,80,0,15,0,1,1,1,1,1,Yes,2019,medical issues,Voluntary,BOS,L1
104041,2018,34,Travel_Rarely,1011,Marketing,3,Bachelors,1,1716,3,Male,77,3,4,Single,4720,9652,5,Y,No,14,3,3,80,1,14,4,3,4,3,1,3,No,,,,VAN,L2
104042,2018,35,Travel_Rarely,1283,Delivery,9,Diploma,1,1784,2,Male,63,2,3,Married,5678,6029,1,Y,No,13,3,1,80,0,9,3,2,4,3,1,3,No,,,,TOR,L2
104043,2018,32,Travel_Frequently,255,Sales,10,Doctorate,1,670,3,Female,36,1,3,Single,2294,12069,1,Y,No,14,4,3,80,0,4,2,2,1,1,1,1,Yes,2019,career change,Voluntary,NYC,L1
104044,2018,23,Travel_Frequently,791,Corporate Functions,3,Doctorate,1,643,3,Male,92,1,2,Single,2352,20928,0,Y,No,16,3,1,80,0,5,3,3,2,2,1,2,Yes,2020,return to school,Voluntary,NYC,L1
104045,2018,28,Travel_Rarely,365,Product,5,Doctorate,1,844,2,Female,51,1,3,Divorced,2714,23464,5,Y,Yes,18,3,2,80,2,4,3,2,1,1,1,1,Yes,2019,unhappy,Voluntary,PHL,L1
104046,2018,44,Travel_Rarely,943,Corporate Functions,6,Diploma,1,1511,3,Female,52,3,2,Single,9641,15686,2,Y,Yes,14,3,2,80,0,12,3,3,4,3,3,2,No,,,,CAL,L3
104047,2018,32,Travel_Rarely,550,Sales,5,Diploma,1,553,3,Female,54,2,2,Married,3734,9735,0,Y,Yes,17,3,4,80,0,4,2,1,2,1,1,1,Yes,2020,career change,Voluntary,VAN,L1
104048,2018,49,Travel_Rarely,786,Product,18,Diploma,1,1174,3,Female,93,2,3,Married,14298,4542,2,Y,No,19,3,3,80,1,22,2,3,4,3,1,2,No,,,,CAL,L4
104049,2018,48,Travel_Rarely,1060,Marketing,5,Doctorate,1,1958,2,Male,79,3,2,Single,7012,14136,6,Y,No,16,5,3,80,2,12,2,3,3,2,1,2,Yes,2021,reallocation out of the area,Voluntary,MKM,L2
104050,2018,26,Travel_Frequently,575,Marketing,3,Diploma,1,510,3,Male,73,3,1,Single,3102,6582,0,Y,No,22,3,3,80,0,7,2,3,3,2,1,2,Yes,2021,medical issues,Voluntary,VAN,L1
104051,2018,36,Travel_Rarely,164,Product,2,Diploma,1,513,2,Male,61,2,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,4,4,4,1,No,,,,PHL,L3
